time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place
2013-08-26T16:16:32.000Z,63.5616,-147.3812,0.1,2.4,Ml,,,,0.64,ak,ak10789590,2013-08-26T16:31:24.267Z,"80km ENE of Cantwell, Alaska"
2013-08-26T16:12:02.600Z,34.0225,-116.992,13.9,1,Ml,21,86.4,0.05389892,0.12,ci,ci15397449,2013-08-27T19:47:09.110Z,"4km ESE of Yucaipa, California"
2013-08-26T15:59:04.660Z,39.0356,-118.1441,3.1505,1.68,ml,9,120,0.036,0.1206,nn,nn00421228,2013-08-26T16:34:51.083Z,"26km NW of Gabbs, Nevada"
2013-08-26T15:51:36.000Z,60.7963,-150.6242,74.9,1.9,Ml,,,,1,ak,ak10789574,2013-08-26T15:56:59.402Z,"29km NNE of Sterling, Alaska"
2013-08-26T14:45:35.100Z,35.4802,-118.2908,2.4,1.2,Ml,15,111.6,0.13474729,0.11,ci,ci15397409,2013-08-27T19:28:38.522Z,"20km S of Weldon, California"
2013-08-26T14:42:38.800Z,34.0427,-117.2313,17.9,1.1,Ml,9,237.6,0.12576414,0.07,ci,ci15397417,2013-08-27T19:22:36.158Z,"2km ESE of Loma Linda, California"
2013-08-26T14:40:31.000Z,63.3919,-149.8817,119.3,2.2,Ml,,,,0.76,ak,ak10789548,2013-08-26T14:50:10.948Z,"46km W of Cantwell, Alaska"
2013-08-26T14:35:55.930Z,33.1765,94.0957,15.7,4.6,mb,60,60,4.29,0.75,us,usb000jbw9,2013-08-26T22:38:21.957Z,"138km N of Dartang, China"
2013-08-26T14:28:56.700Z,38.7855,-122.752,0.7,1.2,Md,,57.6,0.00898315,0.06,nc,nc72056771,2013-08-26T17:45:10.187Z,"0km NNE of The Geysers, California"
2013-08-26T13:57:31.700Z,41.3997,-122.5838,18,2,Md,,90,0.06288207,0.25,nc,nc72056761,2013-08-26T16:44:08.155Z,"16km W of Weed, California"
2013-08-26T13:50:12.300Z,35.4872,-118.291,6.7,1.2,Ml,16,68.4,0.13474729,0.17,ci,ci15397393,2013-08-27T19:16:30.439Z,"19km S of Weldon, California"
2013-08-26T13:47:00.600Z,33.851,-116.7978,19.5,1.4,Ml,44,57.6,0.01796631,0.14,ci,ci15397385,2013-08-27T19:13:30.075Z,"7km S of Cabazon, California"
2013-08-26T13:10:24.900Z,38.8123,-122.7795,1,1.3,Md,,82.8,0,0.06,nc,nc72056741,2013-08-26T15:54:07.359Z,"4km NNW of The Geysers, California"
2013-08-26T13:01:15.500Z,33.4778,-116.4773,15,1.1,Ml,17,68.4,0.08983153,0.23,ci,ci15397377,2013-08-27T19:03:15.422Z,"20km ESE of Anza, California"
2013-08-26T12:54:03.280Z,16.8882,-99.4497,26.91,4.4,mb,52,211,1.08,0.7,us,usb000jbvf,2013-08-26T19:59:24.997Z,"14km NW of San Marcos, Mexico"
2013-08-26T12:22:09.000Z,34.2248,-116.9858,8.4,1.3,Ml,41,50.4,0.03593261,0.17,ci,ci15397369,2013-08-27T18:59:04.910Z,"7km WSW of Big Bear Lake, California"
2013-08-26T12:14:48.000Z,37.5157,-118.9027,8.6,1.5,Md,,172.8,0.09881468,0.06,nc,nc72056726,2013-08-26T14:26:07.270Z,"15km SSE of Mammoth Lakes, California"
2013-08-26T11:46:24.700Z,47.1762,-122.2175,14.7,1.1,Md,,54,0.14373045,0.21,uw,uw60579812,2013-08-26T16:10:57.550Z,"1km NE of Alderton, Washington"
2013-08-26T11:33:22.000Z,37.5137,-118.9018,6.9,1.2,Md,,180,0.09881468,0.04,nc,nc72056716,2013-08-26T13:59:09.162Z,"16km SSE of Mammoth Lakes, California"
2013-08-26T11:11:39.500Z,41.3403,-112.6937,5.7,2,Ml,,140.4,0.18864621,0.12,uu,uu60034517,2013-08-27T22:11:14.716Z,"51km WNW of Hooper, Utah"
2013-08-26T11:04:49.000Z,58.1273,-154.6379,0,1.8,Ml,,,,0.61,ak,ak10789524,2013-08-26T11:10:11.321Z,"76km NNW of Larsen Bay, Alaska"
2013-08-26T11:03:47.590Z,30.0383,97.8775,55.41,4.4,mb,50,57,6.95,0.55,us,usb000jbv4,2013-08-26T19:06:18.859Z,"39km N of Wangda, China"
2013-08-26T11:00:30.400Z,33.0468,-115.5598,6.7,1.3,Ml,18,126,0.05389892,0.08,ci,ci15397353,2013-08-27T18:27:13.530Z,"5km E of Westmorland, California"
2013-08-26T10:31:09.000Z,63.4121,-151.1126,0,1.4,Ml,,,,0.29,ak,ak10789516,2013-08-26T10:39:54.317Z,"108km W of Cantwell, Alaska"
2013-08-26T10:27:51.400Z,35.4805,-118.2948,3.8,1.3,Ml,28,46.8,0.13474729,0.1,ci,ci15397329,2013-08-27T18:06:58.587Z,"20km S of Weldon, California"
2013-08-26T09:33:16.000Z,60.1624,-141.0524,12.1,1.2,Ml,,,,0.38,ak,ak10789504,2013-08-26T09:46:13.819Z,"77km E of Cape Yakataga, Alaska"
2013-08-26T09:32:34.000Z,64.4776,-150.2482,4.8,1,Ml,,,,0.28,ak,ak10789505,2013-08-26T09:42:06.495Z,"55km W of North Nenana, Alaska"
2013-08-26T09:28:07.600Z,38.7868,-122.7363,2.7,1.2,Md,,61.2,0.01796631,0.06,nc,nc72056691,2013-08-26T12:33:09.465Z,"2km ENE of The Geysers, California"
2013-08-26T09:22:42.400Z,33.2308,-116.0885,7.6,1,Ml,22,172.8,0.27847774,0.16,ci,ci15397313,2013-08-27T17:57:39.992Z,"14km WSW of Salton City, California"
2013-08-26T09:18:18.500Z,33.9017,-116.3377,2.6,1.5,Ml,38,68.4,0.07186522,0.15,ci,ci15397305,2013-08-27T17:53:34.503Z,"1km NE of Sky Valley, California"
2013-08-26T09:08:03.500Z,33.4695,-115.9523,6.9,1.5,Ml,11,349.2,0.39525873,0.26,ci,ci15397297,2013-08-27T17:32:16.896Z,"10km NE of Desert Shores, California"
2013-08-26T08:49:39.400Z,38.814,-122.8058,2.3,1.5,Md,,61.2,0.00898315,0.05,nc,nc72056676,2013-08-26T12:04:06.146Z,"5km NW of The Geysers, California"
2013-08-26T08:47:39.700Z,38.8015,-122.7395,1.5,1.1,Md,,54,0.01796631,0.05,nc,nc72056671,2013-08-26T11:34:07.712Z,"2km SSW of Cobb, California"
2013-08-26T08:38:44.700Z,38.8183,-122.7963,2.4,1.1,Md,,158.4,0.02694946,0.04,nc,nc72056666,2013-08-26T08:59:10.148Z,"5km NW of The Geysers, California"
2013-08-26T08:33:13.100Z,33.0453,-115.5635,8.1,1.8,Ml,42,61.2,0.06288207,0.31,ci,ci15397281,2013-08-27T17:17:50.172Z,"5km E of Westmorland, California"
2013-08-26T08:16:24.400Z,37.763,-122.2025,4.3,1.7,Md,,46.8,0.02694946,0.09,nc,nc72056656,2013-08-27T05:26:11.880Z,"3km E of Alameda, California"
2013-08-26T07:27:16.000Z,46.8613,-121.758,0.9,1,Md,,50.4,0.01796631,0.09,uw,uw60579772,2013-08-26T15:46:03.823Z,"29km NNW of Packwood, Washington"
2013-08-26T07:19:45.000Z,61.5967,-141.1719,0,1.5,Ml,,,,0.76,ak,ak10789477,2013-08-26T07:25:16.838Z,"173km E of Chitina, Alaska"
2013-08-26T07:17:12.000Z,58.202,-151.4218,25,2.7,Ml,,,,0.56,ak,ak10789473,2013-08-26T07:34:11.435Z,"74km NE of Kodiak, Alaska"
2013-08-26T07:13:16.000Z,60.531,-141.3127,18.9,1.5,Ml,,,,0.68,ak,ak10789468,2013-08-26T07:22:44.645Z,"80km NE of Cape Yakataga, Alaska"
2013-08-26T07:00:49.000Z,61.1946,-146.6088,3.6,1.4,Ml,,,,0.49,ak,ak10789465,2013-08-26T07:07:30.568Z,"15km WNW of Valdez, Alaska"
2013-08-26T06:48:35.000Z,57.5085,-142.8907,11.9,2.6,Ml,,,,0.69,ak,ak10789459,2013-08-26T07:45:27.155Z,"286km S of Cape Yakataga, Alaska"
2013-08-26T06:46:52.100Z,45.3347,-122.2623,14.5,1,Md,,93.6,0.17966306,0.26,uw,uw60579767,2013-08-26T15:39:52.119Z,"6km S of Sandy, Oregon"
2013-08-26T06:44:18.600Z,38.8218,-122.8255,2.8,1.8,Md,,46.8,0.00898315,0.06,nc,nc72056621,2013-08-26T21:36:45.366Z,"7km NW of The Geysers, California"
2013-08-26T06:34:43.900Z,37.9038,-118.556,7.3,1.8,Md,,158.4,0.18864621,0.05,nc,nc72056616,2013-08-26T10:07:07.808Z,"43km NE of Mammoth Lakes, California"
2013-08-26T06:33:14.000Z,59.0656,-152.7168,69.1,1.7,Ml,,,,0.53,ak,ak10789453,2013-08-26T06:38:00.271Z,"92km SW of Homer, Alaska"
2013-08-26T06:29:38.000Z,59.9804,-151.888,72,1.1,Ml,,,,0.3,ak,ak10789452,2013-08-26T07:25:16.850Z,"22km N of Anchor Point, Alaska"
2013-08-26T06:24:21.800Z,18.0515,-67.457,8,2.5,Md,6,295.2,0.33237666,0.33,pr,pr13238001,2013-08-26T19:02:36.461Z,"28km W of Puerto Real, Puerto Rico"
2013-08-26T06:17:25.700Z,38.8253,-122.805,3.1,2,Md,,28.8,0,0.06,nc,nc72056601,2013-08-26T21:53:08.846Z,"6km NW of The Geysers, California"
2013-08-26T06:13:07.800Z,35.8605,-119.219,19.9,1.6,Ml,8,151.2,0.10779783,0.17,ci,ci15397273,2013-08-27T17:08:54.105Z,"5km ESE of Earlimart, California"
2013-08-26T06:08:07.300Z,34.3815,141.0095,43.95,4.7,mb,54,118,1.61,1.05,us,usb000jbub,2013-08-26T14:10:38.361Z,"105km SE of Katsuura, Japan"
2013-08-26T06:07:31.000Z,63.056,-150.68,99.2,1.2,Ml,,,,0.33,ak,ak10789444,2013-08-26T06:15:19.751Z,"86km NNW of Talkeetna, Alaska"
2013-08-26T05:50:34.000Z,59.9673,-148.9336,5.6,1.3,Ml,,,,0.63,ak,ak10789443,2013-08-26T07:19:37.464Z,"32km ESE of Seward, Alaska"
2013-08-26T05:49:58.300Z,35.988,-120.5607,5.1,2,Md,,61.2,0.01796631,0.13,nc,nc72056586,2013-08-26T21:02:12.792Z,"24km SW of Coalinga, California"
2013-08-26T05:49:50.300Z,32.6365,-115.7412,8.8,1.4,Ml,13,147.6,0.12576414,0.2,ci,ci15397257,2013-08-27T16:57:52.789Z,"16km WNW of Progreso, Mexico"
2013-08-26T05:49:23.000Z,60.0262,-148.956,7.2,1.3,Ml,,,,0.64,ak,ak10789436,2013-08-26T07:13:52.091Z,"28km ESE of Seward, Alaska"
2013-08-26T05:46:28.000Z,63.2803,-151.9046,6.6,1.2,Ml,,,,0.01,ak,ak10789437,2013-08-26T05:53:27.311Z,"140km NW of Talkeetna, Alaska"
2013-08-26T05:16:05.800Z,32.8828,-116.2468,5.8,1.2,Ml,28,86.4,0.03593261,0.24,ci,ci15397241,2013-08-27T16:32:24.709Z,"27km ENE of Pine Valley, California"
2013-08-26T05:12:21.040Z,-9.9342,66.5484,10,4.8,mb,92,74,20.75,1.03,us,usb000jbtu,2013-08-26T13:14:57.116Z,"Mid-Indian Ridge"
2013-08-26T05:10:09.940Z,-10.2405,66.6787,10,4.8,mb,80,61,20.73,1,us,usb000jbtt,2013-08-26T13:12:49.599Z,"Mid-Indian Ridge"
2013-08-26T04:58:54.420Z,49.577,155.534,66.93,5.1,mb,58,127,3.79,0.7,us,usb000jbtr,2013-08-28T14:56:41.000Z,"129km SSW of Severo-Kuril'sk, Russia"
2013-08-26T04:56:57.000Z,33.1878,-115.972,4.2,1.4,Ml,49,39.6,0.08983153,0.24,ci,ci15397233,2013-08-26T21:59:02.621Z,"12km S of Salton City, California"
2013-08-26T04:48:18.000Z,62.3504,-151.3166,106.6,1.6,Ml,,,,0.81,ak,ak10789422,2013-08-26T04:54:46.471Z,"62km W of Talkeetna, Alaska"
2013-08-26T04:32:49.200Z,35.4805,-118.2918,2.4,1.4,Ml,23,64.8,0.13474729,0.1,ci,ci15397225,2013-08-26T21:47:49.858Z,"20km S of Weldon, California"
2013-08-26T04:20:15.100Z,35.4878,-118.2888,4.4,1.4,Ml,23,68.4,0.13474729,0.12,ci,ci15397217,2013-08-26T21:42:38.238Z,"19km S of Weldon, California"
2013-08-26T04:10:22.700Z,35.4875,-118.2868,2.4,1.1,Ml,18,68.4,0.12576414,0.1,ci,ci15397209,2013-08-26T21:18:50.351Z,"19km S of Weldon, California"
2013-08-26T03:58:59.000Z,18.6555,-66.7594,12,2.4,Md,4,230.4,0.28027437,0.18,pr,pr13238000,2013-08-26T08:06:29.377Z,"19km NNE of Hatillo, Puerto Rico"
2013-08-26T03:35:20.000Z,45.2978,-121.7522,8,1,Md,,68.4,0.02694946,0.17,uw,uw60579677,2013-08-26T04:37:38.269Z,"19km ESE of Mount Hood Village, Oregon"
2013-08-26T03:35:13.000Z,60.0385,-151.1979,71.8,2.5,Ml,,,,0.53,ak,ak10789399,2013-08-26T03:55:14.311Z,"34km N of Fritz Creek, Alaska"
2013-08-26T03:33:36.000Z,62.891,-148.8053,0,1.5,Ml,,,,0.74,ak,ak10789396,2013-08-26T03:50:11.915Z,"56km S of Cantwell, Alaska"
2013-08-26T02:59:00.000Z,61.1865,-151.9687,96.1,1.4,Ml,,,,0.43,ak,ak10789393,2013-08-26T04:34:34.945Z,"66km NNW of Nikiski, Alaska"
2013-08-26T02:51:16.000Z,66.3361,-150.0219,0.1,1.5,Ml,,,,0.63,ak,ak10789391,2013-08-26T02:57:07.570Z,"102km S of Coldfoot, Alaska"
2013-08-26T02:41:35.500Z,19.4497,-155.2857,4.3,1.8,Ml,,284.4,0.02694946,0.22,hv,hv60529592,2013-08-26T02:47:13.368Z,"5km WNW of Volcano, Hawaii"
2013-08-26T02:32:04.700Z,33.5157,-116.448,10.9,1.2,Ml,39,90,0.01796631,0.11,ci,ci15397193,2013-08-26T20:51:12.032Z,"20km SW of La Quinta, California"
2013-08-26T01:44:09.410Z,6.8342,-73.0229,163.8,4.4,mb,44,76,2.36,1.15,us,usb000jbt6,2013-08-26T09:46:49.843Z,"15km N of Aratoca, Colombia"
2013-08-26T01:43:17.800Z,38.8375,-122.8292,2.6,1,Md,,61.2,0.00898315,0.05,nc,nc72056481,2013-08-26T01:59:07.549Z,"9km W of Cobb, California"
2013-08-26T01:26:17.000Z,63.1504,-150.9283,122.4,1.6,Ml,,,,0.44,ak,ak10789378,2013-08-26T01:32:34.544Z,"101km NNW of Talkeetna, Alaska"
2013-08-26T01:05:38.700Z,38.7862,-122.7638,1.3,1.4,Md,,136.8,0.02694946,0.07,nc,nc72056461,2013-08-26T01:21:13.335Z,"1km NNW of The Geysers, California"
2013-08-26T00:58:22.900Z,34.2825,-116.8772,5.1,1.2,Ml,15,136.8,0.04491576,0.16,ci,ci15397177,2013-08-26T20:35:20.109Z,"3km NW of Big Bear City, California"
2013-08-26T00:52:50.000Z,40.518,-122.2252,17.6,2.4,Md,,32.4,0.05389892,0.16,nc,nc72056456,2013-08-27T04:13:06.444Z,"5km SSE of Palo Cedro, California"
2013-08-26T00:47:05.420Z,38.8257,69.9259,18.24,4.2,mb,53,47,1.41,0.77,us,usb000jbss,2013-08-26T08:49:31.662Z,"5km SW of Komsomolobod, Tajikistan"
2013-08-26T00:39:15.000Z,62.3199,-147.9956,19.2,1.6,Ml,,,,0.46,ak,ak10789367,2013-08-26T00:45:40.466Z,"73km NE of Sutton-Alpine, Alaska"
2013-08-26T00:32:44.700Z,35.488,-118.2893,7,1.4,Ml,13,111.6,0.13474729,0.1,ci,ci15397169,2013-08-26T20:27:49.215Z,"19km S of Weldon, California"
2013-08-26T00:21:56.900Z,38.809,-122.8118,1.9,1.9,Md,,36,0.00898315,0.07,nc,nc72056436,2013-08-26T00:55:05.960Z,"5km NW of The Geysers, California"
2013-08-26T00:13:29.300Z,37.3668,-117.0903,0,1,H,6,226.8,0.1527136,0.2,ci,ci15397161,2013-08-26T20:10:07.084Z,"40km SSE of Goldfield, Nevada"
2013-08-26T00:11:22.500Z,35.4885,-118.292,4.4,1.2,Ml,17,64.8,0.13474729,0.12,ci,ci15397153,2013-08-27T18:41:37.821Z,"19km S of Weldon, California"
2013-08-26T00:10:11.900Z,35.4813,-118.2883,4.7,2.2,Ml,44,46.8,0.13474729,0.13,ci,ci15397145,2013-08-27T18:38:50.946Z,"20km S of Weldon, California"
2013-08-25T23:55:40.000Z,53.8666,-163.8702,25.6,2.2,Ml,9,255.6,,0.44,ak,ak10791644,2013-08-28T18:09:32.015Z,"113km SSW of False Pass, Alaska"
2013-08-25T23:51:05.000Z,53.3337,-165.6219,21,1.8,Ml,9,309.6,,0.08,ak,ak10791643,2013-08-28T18:09:31.987Z,"85km SE of Unalaska, Alaska"
2013-08-25T23:41:32.200Z,35.485,-118.2847,4.9,2.6,Ml,50,46.8,0.12576414,0.14,ci,ci15397129,2013-08-26T21:06:58.931Z,"20km S of Weldon, California"
2013-08-25T23:35:54.480Z,7.7708,-74.8604,23.26,4.8,Mwr,232,60,2.94,0.91,us,usb000jbrv,2013-08-26T00:34:58.041Z,"9km WSW of San Carlos, Colombia"
2013-08-25T23:35:00.300Z,35.4868,-118.286,3,1.8,Ml,33,46.8,0.12576414,0.12,ci,ci15397121,2013-08-27T18:27:34.575Z,"19km S of Weldon, California"
2013-08-25T23:34:44.800Z,35.4852,-118.2933,1.9,1.2,Ml,9,111.6,0.13474729,0.22,ci,ci15397113,2013-08-27T18:20:32.735Z,"20km S of Weldon, California"
2013-08-25T23:30:38.000Z,47.9617,-121.8988,17.1,1.8,Md,,133.2,0.06288207,0.12,uw,uw60579372,2013-08-26T00:04:36.904Z,"8km ENE of Three Lakes, Washington"
2013-08-25T23:17:30.200Z,35.4835,-118.2908,2.2,1.4,Ml,23,100.8,0.13474729,0.11,ci,ci15397105,2013-08-27T18:04:55.869Z,"20km S of Weldon, California"
2013-08-25T23:14:06.000Z,35.4897,-118.3963,9.7,1.1,Ml,20,57.6,0.17966306,0.12,ci,ci15397097,2013-08-27T18:01:47.941Z,"13km SE of Bodfish, California"
2013-08-25T23:09:20.850Z,-24.9516,179.7301,539.24,4.6,mb,179,94,4.76,0.77,us,usb000jbrm,2013-08-26T07:11:58.779Z,"South of the Fiji Islands"
2013-08-25T22:55:37.000Z,62.2756,-145.8131,11.3,1.9,Ml,21,57.6,,0.76,ak,ak10789340,2013-08-28T18:09:26.647Z,"23km NW of Glennallen, Alaska"
2013-08-25T22:50:15.500Z,35.4815,-118.2918,3.6,1.7,Ml,35,46.8,0.13474729,0.13,ci,ci15397073,2013-08-27T17:53:29.490Z,"20km S of Weldon, California"
2013-08-25T22:41:33.000Z,35.4847,-118.2902,2.4,1,Ml,14,68.4,0.13474729,0.11,ci,ci15397065,2013-08-27T17:48:18.853Z,"20km S of Weldon, California"
2013-08-25T22:23:27.700Z,35.4867,-118.2898,2.7,1.3,Ml,23,54,0.13474729,0.15,ci,ci15397057,2013-08-27T17:46:48.670Z,"19km S of Weldon, California"
2013-08-25T22:07:08.300Z,33.1648,-116.0712,6,1.2,Ml,14,169.2,0.3054272,0.17,ci,ci15397049,2013-08-27T17:41:17.993Z,"18km SW of Salton City, California"
2013-08-25T21:39:15.300Z,39.1418,-120.0108,5.6,1.5,Md,,100.8,0.11678099,0.07,nc,nc72056351,2013-08-27T01:57:51.069Z,"8km SE of Dollar Point, California"
2013-08-25T21:38:08.600Z,35.4838,-118.2882,2.5,1.4,Ml,24,46.8,0.13474729,0.11,ci,ci15397033,2013-08-27T17:40:20.290Z,"20km S of Weldon, California"
2013-08-25T21:25:43.600Z,35.4847,-118.2992,4.2,1,Ml,15,75.6,0.14373045,0.1,ci,ci15397025,2013-08-27T17:37:17.512Z,"20km S of Weldon, California"
2013-08-25T21:21:35.000Z,61.0666,-153.1018,4.5,1.5,Ml,20,93.6,,0.44,ak,ak10789320,2013-08-28T18:09:26.639Z,"67km NNW of Redoubt Volcano, Alaska"
2013-08-25T21:12:31.100Z,35.484,-118.2905,3.9,1.6,Ml,13,86.4,0.13474729,0.2,ci,ci15397017,2013-08-27T17:33:22.035Z,"20km S of Weldon, California"
2013-08-25T21:05:07.600Z,38.8425,-122.8262,2.1,1.3,Md,,75.6,0.00898315,0.03,nc,nc72056316,2013-08-25T22:53:10.370Z,"9km WNW of Cobb, California"
2013-08-25T20:53:27.200Z,35.477,-118.2938,4,1.2,Ml,10,111.6,0.13474729,0.08,ci,ci15396985,2013-08-26T22:34:01.904Z,"20km S of Weldon, California"
2013-08-25T20:36:31.000Z,33.1748,-116.3692,9.8,1,Ml,24,172.8,0.09881468,0.16,ci,ci15396977,2013-08-26T22:30:45.034Z,"9km S of Borrego Springs, California"
2013-08-25T20:10:42.200Z,32.9137,-116.2692,11.3,2,Ml,51,57.6,0.01796631,0.18,ci,ci15396961,2013-08-26T22:17:59.941Z,"26km ENE of Pine Valley, California"
2013-08-25T20:06:33.000Z,63.7231,-149.3794,111.8,1.3,Ml,17,64.8,,0.49,ak,ak10789311,2013-08-28T18:09:26.613Z,"25km SW of Healy, Alaska"
2013-08-25T19:58:54.600Z,35.479,-118.2947,2.8,1.4,Ml,13,86.4,0.13474729,0.12,ci,ci15396953,2013-08-26T22:07:12.194Z,"20km S of Weldon, California"
2013-08-25T19:50:40.300Z,36.1645,-81.6665,9.1,2.9,Md,19,97.2,0.12576414,0.1,se,se082513b,2013-08-28T18:04:36.605Z,"3km NNE of Blowing Rock, North Carolina"
2013-08-25T19:47:47.800Z,32.9163,-116.2685,12.1,1.3,Ml,25,82.8,0.01796631,0.2,ci,ci15396937,2013-08-26T21:59:06.214Z,"26km ENE of Pine Valley, California"
2013-08-25T19:32:48.200Z,35.4778,-118.2878,2.8,1.9,Ml,26,46.8,0.13474729,0.11,ci,ci15396913,2013-08-26T21:38:47.777Z,"20km S of Weldon, California"
2013-08-25T19:29:52.500Z,35.478,-118.292,4,1.6,Ml,19,68.4,0.13474729,0.1,ci,ci15396905,2013-08-26T21:32:27.004Z,"20km S of Weldon, California"
2013-08-25T19:24:40.000Z,60.0479,-152.8531,107.9,1.9,Ml,34,54,,0.5,ak,ak10789300,2013-08-28T18:09:25.579Z,"49km S of Redoubt Volcano, Alaska"
2013-08-25T19:24:15.800Z,19.2355,-66.3062,41,2.8,Md,15,266.4,0.78243261,0.1,pr,pr13237006,2013-08-25T19:47:12.170Z,"85km N of Brenas, Puerto Rico"
2013-08-25T19:16:05.000Z,60.4712,-147.362,3.3,2.4,Ml,57,93.6,,0.81,ak,ak10789292,2013-08-28T18:09:25.562Z,"79km ESE of Whittier, Alaska"
2013-08-25T19:08:36.000Z,58.7003,-151.0072,3.5,2.1,Ml,28,169.2,,0.71,ak,ak10789287,2013-08-28T18:09:25.549Z,"109km SSE of Homer, Alaska"
2013-08-25T18:59:18.900Z,35.479,-118.2885,3.5,3.6,Ml,50,36,0.13474729,0.11,ci,ci15396897,2013-08-27T04:23:15.742Z,"20km S of Weldon, California"
2013-08-25T18:56:27.300Z,35.4848,-118.2865,4.8,1.7,Ml,24,46.8,0.12576414,0.11,ci,ci15396889,2013-08-27T17:20:57.910Z,"20km S of Weldon, California"
2013-08-25T18:50:28.700Z,35.4803,-118.2853,2.3,4.2,Mw,51,36,0.13474729,0.15,ci,ci15396881,2013-08-27T21:30:11.540Z,"20km S of Weldon, California"
2013-08-25T18:46:56.000Z,53.6197,-164.7465,63,2.3,Ml,12,248.4,,0.41,ak,ak10791635,2013-08-28T18:09:31.972Z,"88km SE of Akutan, Alaska"
2013-08-25T18:45:47.933Z,39.4632,-119.3831,10.4182,1.65,ml,20,110,0.248,0.1485,nn,nn00421176,2013-08-25T19:06:08.250Z,"9km N of Stagecoach, Nevada"
2013-08-25T18:28:44.900Z,32.6342,-115.7325,7.2,1.7,Ml,22,133.2,0.01796631,0.19,ci,ci15396865,2013-08-27T17:11:51.787Z,"15km WNW of Progreso, Mexico"
2013-08-25T18:20:41.500Z,38.8235,-122.8058,2.8,1.3,Md,,72,0,0.06,nc,nc72056221,2013-08-25T20:31:09.595Z,"6km NW of The Geysers, California"
2013-08-25T18:08:52.000Z,60.1569,-141.419,0,1.2,Ml,11,151.2,,0.24,ak,ak10789275,2013-08-28T18:09:26.710Z,"57km E of Cape Yakataga, Alaska"
2013-08-25T17:49:08.000Z,60.0594,-152.8721,103.5,4.3,Ml,139,54,,0.78,ak,ak10789256,2013-08-28T18:12:21.052Z,"48km S of Redoubt Volcano, Alaska"
2013-08-25T16:53:12.300Z,35.6532,-118.1282,5,1.4,Ml,19,46.8,0.11678099,0.15,ci,ci15396841,2013-08-27T17:04:18.552Z,"14km E of Weldon, California"
2013-08-25T16:41:25.860Z,-35.7165,178.5663,283.42,4.5,mb,11,129,1.86,0.5,us,usb000jbnq,2013-08-26T00:43:51.698Z,"283km ENE of Tairua, New Zealand"
2013-08-25T16:33:09.200Z,40.322,-124.4423,16.5,2.8,Md,,255.6,0.11678099,0.14,nc,nc72056176,2013-08-27T02:16:06.945Z,"32km SSW of Ferndale, California"
2013-08-25T16:31:32.600Z,33.4837,-116.4882,12.7,1.2,Ml,35,79.2,0.06288207,0.11,ci,ci15396833,2013-08-27T16:58:57.922Z,"18km ESE of Anza, California"
2013-08-25T16:24:40.588Z,38.2702,-118.1124,8,1.22,ml,12,188,0.166,,nn,nn00421169,2013-08-26T18:07:06.767Z,"52km ESE of Hawthorne, Nevada"
2013-08-25T16:13:02.300Z,19.3255,-155.1895,2.4,2.2,Ml,,93.6,0.05389892,0.28,hv,hv60529427,2013-08-25T16:18:46.187Z,"12km SSE of Volcano, Hawaii"
2013-08-25T16:09:35.790Z,22.1452,144.0374,133.56,4.8,mb,32,111,5.66,0.69,us,usb000jbnh,2013-08-26T00:12:34.058Z,"199km NNW of Farallon de Pajaros, Northern Mariana Islands"
2013-08-25T16:07:16.600Z,-33.5042,57.0462,17.28,5.4,mb,173,61,12.34,0.75,us,usb000jbng,2013-08-27T15:39:35.244Z,"Southwest Indian Ridge"
2013-08-25T16:06:05.000Z,63.0031,-149.7382,85.2,1.1,Ml,17,75.6,,0.3,ak,ak10789238,2013-08-28T18:09:26.661Z,"58km SW of Cantwell, Alaska"
2013-08-25T15:54:18.900Z,35.5655,-118.5253,1.8,1.5,Ml,31,50.4,0.10779783,0.12,ci,ci15396825,2013-08-27T16:44:56.231Z,"3km SW of Bodfish, California"
2013-08-25T15:53:45.300Z,32.1468,-115.1568,26.6,2.7,Ml,15,241.2,0.29644404,0.15,ci,ci15396817,2013-08-26T21:12:59.654Z,"9km S of Alberto Oviedo Mota, Mexico"
2013-08-25T15:48:11.000Z,61.8922,-150.6942,9.5,1.7,Ml,32,61.2,,0.39,ak,ak10789228,2013-08-28T18:09:25.523Z,"38km WNW of Willow, Alaska"
2013-08-25T15:32:13.600Z,41.3372,-112.699,0.7,2,Ml,,140.4,0.18864621,0.11,uu,uu60034467,2013-08-26T22:58:40.999Z,"51km W of Plain City, Utah"
2013-08-25T15:25:03.000Z,59.9492,-150.8775,29.1,1.9,Ml,26,108,,0.5,ak,ak10789214,2013-08-28T18:09:25.484Z,"33km NE of Fritz Creek, Alaska"
2013-08-25T15:12:47.800Z,35.5653,-118.5238,2,1.6,Ml,34,50.4,0.10779783,0.13,ci,ci15396801,2013-08-27T16:41:35.818Z,"3km SW of Bodfish, California"
2013-08-25T15:10:08.600Z,38.8385,-122.8368,2.1,1.4,Md,,57.6,0.01796631,0.06,nc,nc72056136,2013-08-25T18:48:08.063Z,"9km NW of The Geysers, California"
2013-08-25T15:06:35.900Z,35.5623,-118.5165,0.6,1.3,Ml,18,118.8,0.10779783,0.15,ci,ci15396793,2013-08-27T16:34:24.958Z,"3km SW of Bodfish, California"
